Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: A7-SI-GenX.raw (F1)	Area: A9-SI-GenX.raw (F3)	Area: B8-SI-micro-metlab.raw (F7)	Area: B10-SI-micro-RNA.raw (F9)	Area: B12-SI-micro-metlab.raw (F10)	Area: D7-SI-GenX.raw (F15)	Area: D9-SI-GenX.raw (F17)	Area: B7-SI-GenX.raw (F6)	Area: B9-SI-GenX.raw (F8)	Area: D8-SI-micro-metlab.raw (F16)	Area: D10-SI-micro-metlab.raw (F18)	Area: D12-SI-micro-DNA.raw (F19)	Area: A8-SI-micro-DNA.raw (F2)	Area: A10-SI-micro-DNA.raw (F4)	Area: A12-SI-micro-RNA.raw (F5)	Area: C8-SI-micro-DNA.raw (F12)	Area: C10-SI-micro-RNA.raw (F13)	Area: C12-SI-micro-metlab.raw (F14)
Compound2680		C24 H40 N10 O	NA	NA	484.34087	18.75	34786.534848986	25930.6513360354	47903.7900244071	39346.100910482	61546.8610555756	14096.2436309075	19050.4539980189	34245.5360579996	13036.2949291813	510827.340893308	28545.5191051341	49164.4285335074	61171.216308009	59927.7568387329	28819.7098844992	30585.9257167443	21485.0051552304	25080.2782791051
Compound2681		C22 H39 N5 O7	NA	NA	485.28523	11.807	1028995.37464545	975482.854892499	753353.316317128	1011358.08078522	363094.194151101	1226115.13312931	884059.810627803	1194018.41498538	788468.90245316	842798.965096256	971725.699157432	515801.454746494	1136194.28729118	460946.686476059	931014.762278509	1047733.24212515	1260684.58711265	1406270.56803414
Compound2682		C21 H47 N3 O9	NA	NA	485.33228	10.934	172647.575021121	279958.909252637	641547.359298609	407049.733384536	811414.014436851	78426.5096592511	100613.255331712	57201.6809747792	40892.667676617	1930934.28498177	85613.4247088668	361889.393441782	479630.318352074	797516.454214433	247467.017697272	349481.525070043	86938.1214244739	266139.68146258
Compound2683		C8 H21 N6 O12 P3	NA	NA	486.04323	3.194	23520.7323195595	11772.5267929066	8159.25232002609	7215.62601948908	10519.01531977	7883.14680789437	6556.9886351768	12503.9770461087	4984.21286819588	133655.331003684	12907.9552285701	174443.24746874	7227.93612151978	57589.4137715929	6726.7616331407	38856.1923719657	24299.4470481187	33139.7669991067
Compound2684		C31 H22 N2 O4	NA	NA	486.15872	4.192	125209.21142295	228340.386006854	1149749.73688447	1415567.6416364	962089.202647678	243644.799710609	126443.130858494	85097.398117414	135406.750810617	163846.125974711	586536.051071539	54841.3084315288	385106.201123758	527985.395190786	1238653.20698852	983293.807860412	534719.362391767	1227269.82374527
Compound2685	Isonocardicin C	C23 H26 N4 O8	NA	NA	486.17431	13.769	24700.8778974914	52417.6878732006	220467.195904895	181810.415135492	240631.888494489	63250.4215528074	17106.7352536798	97216.4176624656	28197.972215717	92687.4075207911	246314.744863114	61278.650812573	221421.479900723	293969.02911326	170087.997474444	302354.029301014	400673.447762652	693252.457674497
Compound2686		C29 H31 Cl N4 O	NA	NA	486.21907	27.619	8252.69021764034	26484.5303236735	861226.10672276	387576.282430644	837051.392137265	22288.0237242782	13473.3727133223	57723.1052075716	21585.4943002579	236678.6293987	720683.204874603	139070.305806845	855128.819027259	531022.974305563	361447.431137447	134608.751231655	313642.512062193	267562.526898623
Compound2687	1-{[(2R,3S,4R,5S)-3,4-Dihydroxy-5-{2-[4-(2-methoxyphenyl)-1-piperazinyl]-2-oxoethyl}tetrahydro-2-furanyl]methyl}-3-isopropylurea	C22 H34 N4 O6	NA	NA	486.22932	35.213	32308.5729307959	16442.4935560867	62278.9727727787	70613.7477990912	399047.124212898	24803.8522246184	11966.9773902269	24911.612021499	16268.5039044653	248070.662478397	57378.1625446699	51896.8210621477	476703.793352938	73777.7614000159	41442.6331596108	58410.2973461982	27758.8245564566	56428.2447765642
Compound2688		C26 H33 N O8	NA	NA	487.22092	14.471	57906.6329916641	53842.9682740106	28795.9921723073	74757.5616772497	42454.7288665068	32831.4183257137	65088.0914737249	11285.0397567313	10165.5018370678	36829.8421646914	25373.5369153682	28138.2416242501	305631.655732729	50075.201468444	66995.7668936293	224414.3736703	132343.623820198	35498.8457203986
Compound2689		C20 H37 N7 O5 S	NA	NA	487.25995	35.602	515726.022275494	455601.674892509	478362.165400504	55132.6762835084	671834.003116691	4572.28199272143	174529.972488413	16404.1571630876	5664.51034441898	15895.5836581331	11434.3613999396	59758.9503568576	602137.840785628	262124.323834122	7871.51532641292	54539.0730464447	8332.42407486759	17541.5962672726
Compound2690		C28 H42 N O2 P S	NA	NA	487.26778	18.069	170453.21076715	536045.821346366	3693449.83917564	1029694.3220758	1274613.82071622	1163529.80352604	426402.078865004	241689.966077246	203949.29636741	375208.370315387	7867089.43500439	48971.1071353937	2277260.42207516	3745464.15140981	5907706.76612298	1622676.54280606	1040237.93255527	43385.8618036639
Compound2691		C23 H49 N7 O4	NA	NA	487.38695	17.699	49974.0499849385	46210.7014510444	76219.7045158051	42989.3759376117	91805.5251681818	19361.3830266652	31824.8137464318	18463.0278284578	28598.7043592512	61621.096840265	41636.7300985377	28507.9419409892	89278.3491172408	89167.5719443606	34217.9743283905	39276.7988567733	27695.9719215955	629257.793258375
Compound2692			NA	NA	487.64755	3.346	98152.8140476095	73086.1950065385	6313.26273156491	4069.9930181867	4523.04681489754	100479.828907933	92802.9807126275	46815.6229330964	54132.9895634054	11690.1860216298	3671.920090751	9733.50388367593	4420.86101194265	11171.3382981479	2411.41664557674	5988.49619400598	7390.28664742606	5817.66197389175
Compound2693		C17 H32 N2 O14	NA	NA	488.18666	3.702	28220.6378466861	9306.92776108329	30560.7498277396	20903.7655577043	18404.3270877827	18310.5869724374	7522.87460841647	9332.0820019474	17840.5826644786	31286.0866351098	402067.919277561	15601.2765842361	25555.1687669459	135406.505092047	15355.4610603403	94991.0241685796	17610.2251029295	33066.0430576781
Compound2694	N-[(1S,3aS,5S,7aR)-7a-{3-[(2-Furylmethyl)amino]-3-oxopropyl}-5-hydroxy-3,3,5-trimethyloctahydro-1H-inden-1-yl]benzamide	C27 H36 N2 O4	NA	NA	488.2448	35.115	344548.393022131	83861.646240886	1020214.64626967	2146691.33351359	8167500.97525137	57744.1756533848	51511.6224400379	32955.5710021177	40921.5087000143	4515642.26695961	71925.5315138704	444588.103873457	2508142.84107417	1009340.73017885	826151.425677426	389014.471752164	164980.15915517	1273020.60143239
Compound2695	N-[(1S,3aS,5S,7aR)-7a-{3-[(2-Furylmethyl)amino]-3-oxopropyl}-5-hydroxy-3,3,5-trimethyloctahydro-1H-inden-1-yl]benzamide	C27 H36 N2 O4	NA	NA	488.24483	15.638	3462463.9383081	809913.818486329	2250707.57150947	4642041.51712448	5836559.0559577	76900.9820434039	573449.587456665	103318.587059895	176005.690121299	71578369.4801175	573056.615526558	2613752.58585808	33065763.8588741	5092421.16025795	6498341.7432803	972229.202469202	656351.353093609	10053304.5906148
Compound2696			NA	NA	488.24745	12.203	565408.180909215	246664.065315862	208020.092556452	56377.590912658	113706.746002334	225549.165569508	197442.849455045	39887.7094299759	66845.8425926075	683082.196321963	168111.780190863	134959.114346866	450412.422086936	895823.080226252	97128.8352726619	175132.32027902	108647.131818488	166707.833685967
Compound2697		C19 H45 N4 O4 P S2	NA	NA	488.25972	11.177	150703.491341503	53331.7261979358	180602.26549671	85536.6113689183	161776.603894121	35581.1482621116	157966.450681019	66240.8322171404	67625.4217928364	133502.330728261	63092.8096053061	19590.8622248387	270955.296936373	512839.031287775	127369.592053999	254187.866357378	70974.3376485436	27551.5873267075
Compound2698		C24 H45 N2 O6 P	NA	NA	488.29954	14.77	100053.563820039	198626.688566898	261141.036480857	733176.833434815	67021.1030024768	28998.5720123113	15247.4155128948	222317.07391134	26480.5511153631	75761.684244585	1146305.96246184	49439.0963933151	736373.811884797	101789.179052713	2206025.17703521	782350.0278167	315698.445591529	545243.201657172
Compound2699		C24 H45 N2 O6 P	NA	NA	488.29966	14.205	544272.500794259	76366.9620821581	243357.588288697	1103181.95932938	109706.447244911	112998.570398788	37220.2850086628	17146.6858659737	48991.250870135	91743.0573183723	36467.6875082942	26780.5336411333	367904.537565885	480205.309495038	201332.450935573	542047.659575524	5321546.53208288	1418752.21839508
Compound2700		C29 H44 O6	NA	NA	488.3134	17.256	519084.106835465	89939.9229934833	296385.608409577	746002.780824666	330564.977767667	30641.8848553155	104582.115031359	44716.6002714996	48497.2676953687	512542.642744934	85157.050663636	148396.227889481	454522.316549045	140368.588559693	80939.5390373924	292637.545119187	201001.06309568	585710.953054913
Compound2701		C27 H55 N O2 S2	NA	NA	489.36617	16.505	30223.7235496159	26862.3486467154	38740.6880871194	342262.158457641	95383.4117811377	13005.2784593243	14467.1642280484	15848.1485801129	20950.0849623688	58224.8878012977	27568.4312921114	28610.74278528	55596.496757161	74510.8947581363	72644.6857412747	93859.9466653522	31490.2328674356	596115.375570443
Compound2702		C17 H40 Cl2 N8 S2	NA	NA	490.22148	19.092	41141.0382161905	104074.172390984	44777.5749215227	39936.7020292135	63351.7102671509	37241.0939990528	34244.727109131	21606.413267736	161186.660517605	37377.1407857837	23981.3253505645	37952.291454129	48850.2224330279	61310.5996753994	29781.1757505783	30643.3796513676	19276.6501351072	26841.9013862907
Compound2703		C15 H44 N10 O4 P2	NA	NA	490.30418	16.355	169257.824535414	156341.294689536	738247.977492203	534427.029642047	353756.292751568	69842.8671258532	114719.570763676	44860.5220082208	42430.1137865048	63179.4976288553	305630.629394453	28058.4837998951	988367.013881887	364555.028747329	544985.788946341	347199.712441212	594972.041418049	50373.9280624578
Compound2704		C17 H37 N3 O13	NA	NA	491.23124	35.015	233145.462117655	36787.4868893134	91300.5547161768	34899.0030382973	14759.6708303643	26604.2184096062	13665.4523874551	30277.776881622	16262.8743530981	59115.0173352236	23372.7219723493	19537.6888359662	105054.548572707	47914.0304288584	48113.5369862355	44301.7691474473	65890.9806365165	40553.3590476746
Compound2705		C21 H34 N9 O P S	NA	NA	491.23399	11.926	157869.521178505	152290.890219046	57243.4912178445	913369.2763015	199792.336798948	121309.019278394	44942.9596397825	60914.7079211928	44218.8799959629	61629.1144042131	358003.849146222	16928.9107804915	1278264.26121397	117109.970690218	217325.318557458	1587239.98226249	776338.817576051	335025.169185054
Compound2706		C22 H37 N8 O3 P	NA	NA	492.27338	12.53	1485736.83639415	3417793.6344117	3175547.63033089	47289865.8814234	18841737.1735017	7945330.90705701	3867830.98181368	2154527.8335729	3170874.87364306	5007422.89770589	44322632.9429122	68073.3169215887	5087706.9874976	18686134.8136497	26388754.4513572	17623545.4458047	38721681.342088	27465811.3272586
Compound2707		C28 H36 N3 O3 P	NA	NA	493.24913	13.741	289411.327786022	123615.598167927	3701904.07296068	307657.470219897	5231712.61564174	451009.882420926	250726.416785292	802445.725021748	163071.108265506	937406.88732058	3060049.10604844	620021.799356544	203707.630113939	2515467.02731157	1589856.40834047	168848.000070392	106806.485282169	155347.344194281
Compound2708		C24 H31 N9 O3; C25 H40 N3 O3 P S	NA	NA	493.25387	13.065	379087.670886014	1449905.88875546	181723.316496188	243561.886634732	681512.468300188	28459.8237546977	976964.44717958	233747.738924812	102098.796620539	534702.121614764	29888.537688089	30750.3029581782	917915.608896648	480564.707980492	443182.836240884	261732.858345246	354014.291453156	195365.995713481
Compound2709			NA	NA	493.27693	12.538	131654.295420793	276946.680575934	427504.12997237	8104680.03975834	1532666.55564502	906530.520617926	655475.013295747	394385.367561104	1008649.00486405	769905.898334033	8000528.56583586	66619.2249767137	526503.900015409	1879776.34991303	3932824.94308248	3890539.6925046	6808501.51229148	2888174.27535304
Compound2710		C19 H45 N9 O2 P2	NA	NA	493.31627	35.146	175328.584923546	126290.077294264	119689.566231645	133666.895429862	43584.3304896172	129656.000002042	183675.416359346	499937.659185176	175983.939898246	211802.57839755	178258.677707477	59481.9705909597	81408.2602581268	145042.241513917	99037.945610611	42837.727307916	18556.4386718305	35195.3861429803
Compound2711		C17 H39 N10 O5 P	NA	NA	494.286	13.001	37981.9715872472	41207.7046702546	139083.954823284	21223.9828688989	38707.0094601928	9145.51494787805	16485.6819097809	12176.7728299588	7791.09568942333	188396.638718847	19780.6952627949	11875.5147610091	243103.420656533	37033.6261950463	17613.7653894153	66756.528719443	623953.640989269	21207.4574957258
Compound2712		C26 H43 N2 O5 P	NA	NA	494.28908	12.124	315043.314795904	4171052.2798102	8929647.20322471	16111794.9388812	1824773.94614339	57402.9940931221	879574.577617699	53445.0780796916	50275.7664701878	157236.75818785	121789.424344005	75204.5056073901	10193290.7384044	4479713.80896956	427692.879788865	1107801.6045214	376380.996391854	261072.442662422
Compound2713		C23 H48 N2 O5 P2	NA	NA	494.30607	25.139	70567.5502413912	15310.3050744124	94570.4435070095	48418.7427276837	221752.348767078	11242.4279091584	12538.1421656925	41790.8001455076	18117.5616156273	175158.712200019	115818.069497426	106595.715485044	89043.9445019937	269250.541284713	33184.7766665882	173707.132508105	145723.568828374	214572.692080065
Compound2714		C22 H15 N3 O7 P2	NA	NA	495.03948	22.298	8378.39867077197	6211.31413374122	58867.8544148994	11523.5330114134	37853.5800178646	21809.1110373008	23604.2063772687	65628.9015935788	55445.3714862007	20505.1610058842	13642.7469885263	173999.157665807	64869.1053565661	187054.619364641	57265.2337023998	6765.29150700741	37509.2846107185	9446.7883049188
Compound2715		C12 H19 N9 O5 P2 S2	NA	NA	495.04418	35.231	5440.70395723218	11267.9206417349	14318.1118383655	10987.8767773084	21462.0261682243	10036.9129099313	4930.2388481	47060.647515332	65785.678844399	12660.266735892	29702.2553485823	36784.8049426063	9004.26078215922	52005.6982943438	9051.00420951763	12736.3399034752	5606.70578544822	8138.87725487529
Compound2716		C22 H39 N7 O2 P2	NA	NA	495.26482	14.465	11710272.9333494	10080787.8503763	16021985.0940817	2320332.45241995	27252997.3352515	27448528.522593	23099760.3830778	12474060.1020497	9206724.37918367	28504540.4480478	14555507.1934435	10306311.5949774	4290643.27759422	25948169.6152949	8946860.94805559	21420825.9763381	439513.437989654	3949127.40056204
Compound2717		C22 H39 N7 O2 P2	NA	NA	495.26488	13.671	739830.413748537	267877.184563022	8259233.82268874	277566.922720996	12663694.6997145	224135.359038813	402359.142857231	392069.834315568	676264.51770852	346668.182400672	9178920.44848856	1615686.18363234	65630.0837657776	10052511.5081628	7648785.84020995	112966.327859839	63598.4743887871	114558.46766781
Compound2718		C19 H41 N7 O4 S2	NA	NA	495.26497	35.494	51759.0482182205	87008.0760274191	97845.5936850298	30889.8689423673	110808.488909532	156297.038603365	55131.6636368628	64020.3890176364	69566.077445118	77073.112829477	102641.269911903	109805.959665354	26699.4389213406	104888.935287532	32559.230189528	68880.8903108598	18874.9765400901	63686.2278367552
Compound2719		C22 H41 N O11; C20 H42 N5 O5 P S	NA	NA	495.26559	35.141	338511.814233105	376749.36074334	804471.465896776	169123.216863549	1367454.08556168	459040.539737797	563582.609376825	430796.559612472	246752.982105809	776618.515069995	978605.539417261	296957.420691881	271443.029592056	501538.223484738	411149.075113314	455185.695612805	119652.684321702	165212.717615514
Compound2720		C19 H42 N7 O6 P	NA	NA	495.29221	12.122	60453.7037751859	350933.861681463	897684.822933777	1916745.34560706	174081.740194099	22305.5783870167	106158.616759832	30215.0796509862	19390.2273638065	75627.7393298633	57285.0011668981	29518.0055107587	862362.244863826	276107.435647933	44439.3652930665	61143.7898041178	43131.8811338249	61700.9206431736
Compound2721		C19 H46 N9 O2 P S	NA	NA	495.3252	11.403	40763.2975830568	68119.5143615761	49908.834754961	45772.0333807723	68768.8395005859	31190.5891587342	134931.95200266	64201.312405238	93286.9047505463	87572.5382657738	373313.815746935	27170.8278330827	289594.730480013	86636.9508882792	42367.5141439419	101349.614548028	864962.064663502	215385.171671457
Compound2722	2-palmitoyl-sn-glycero-3-phosphocholine	C24 H50 N O7 P	NA	NA	495.33193	35.137	1424772.96069059	14032426.4946886	12057529.2865824	17661775.3377232	14989877.692987	5875078.99205411	4389296.71736085	22441974.8878922	27786623.1697089	4078914.51885505	20319815.9819705	15038217.189312	22076710.1567109	58587391.9832813	23726251.3959769	3357500.78057929	1674092.49223411	3243172.35008468
Compound2723	2-palmitoyl-sn-glycero-3-phosphocholine	C24 H50 N O7 P	NA	NA	495.33211	0.19	9513.28645705245	44143.8000964321	160484.714847459	265005.539932618	98459.1645054862	761117.336531849	48869.2063876134	39557.9999367277	104351.38272989	491449.097137725	62729.6064361675	123232.756752299	163781.853772888	917163.522901908	230169.44650758	99784.0158235311	93357.4705647372	114110.86271865
Compound2724	2-palmitoyl-sn-glycero-3-phosphocholine	C24 H50 N O7 P	NA	NA	495.33223	21.383	10012975.1616129	20866408.9525639	40168735.9841838	52997123.3397143	59495640.1214071	26523588.1117336	3846779.01367104	48279128.6045948	38788300.0177071	20153273.5019108	44106662.8477405	88276938.3716273	65741119.374442	150304239.872003	73668191.4149701	24584491.9340293	6232093.45017004	27746333.372923
Compound2725			NA	NA	495.6176	16.911	14037.6478491852	11188.4033340142	22413.3539063645	56755.0650323931	25636.2060736123	5440.1131995913	6693.73871615085	39877.3331589214	38397.6036181592	14599.0254837222	10184.8927702066	12785.2546518898	61245.0202940043	331500.52950714	12760.2578820151	13341.9670723412	7674.04175353714	30331.3720428484
Compound2726			NA	NA	495.62453	20.45	5815.1128014624	7769.63521826928	46595.7936520702	33385.8397355003	13296.9752964337	37353.8749552526	4415.91392189461	63362.5008436504	37071.8904767105	9462.01813679855	17479.3728350175	156601.545630131	11472.1087394706	198909.209408333	49285.2603560993	34469.8108281647	5894.85505063445	10467.8973234194
